"Truth","Pred","Convergence","sim","EM","OM","Type","Years"
497.792213944126,410.473674761675,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",1
494.105488654121,413.364715760613,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",2
483.106772732799,408.366979070384,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",3
466.581023824399,398.322886682209,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",4
450.05832522962,387.100107449144,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",5
451.686060738285,391.894081355819,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",6
443.572902323676,388.208513565163,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",7
467.350241441419,409.414073053816,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",8
461.835505206716,405.586415589331,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",9
451.991627664702,398.486414819124,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",10
433.13814904571,382.837082326562,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",11
414.420285674396,368.219167177289,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",12
399.172929422259,356.187082054858,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",13
370.960305798787,330.830760358346,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",14
344.952351727996,308.028275216057,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",15
332.05025542929,296.703093669681,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",16
333.713514312209,299.63671298543,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",17
320.412025773996,287.894960447166,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",18
301.726270940894,271.690772229872,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",19
279.76006510967,251.820993150954,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",20
261.764826967999,235.103258810429,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",21
243.850216160019,219.589113159988,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",22
226.166115459452,202.267714379163,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",23
214.130594882673,191.646198588859,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",24
216.358627453417,192.923992742984,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",25
206.804687295455,184.816424692264,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",26
200.501408375985,180.233073511403,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",27
192.12763861896,172.839075500773,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",28
194.840932176421,175.584307640524,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",29
192.627692040413,173.432892925563,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",30
189.180100266038,170.629141477165,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",31
189.69380518597,170.828574016419,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",32
194.242556092275,175.614788143931,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",33
190.423803256758,172.341002538512,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",34
185.919246669007,168.365095676045,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",35
216.5240863797,198.109018821274,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",36
235.837140294818,216.141501457881,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",37
244.494537972153,224.294194506395,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",38
247.154140324121,229.68297139726,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",39
247.150816535633,233.351292203944,"Converged",1,"Age","Growth_M (0,0)","Total Biomass",40
211.210990816962,173.759761910279,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",1
199.57911285761,166.18675557912,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",2
187.924687445262,158.151747158198,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",3
177.03702853146,150.440539436973,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",4
167.952357971653,143.707505790507,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",5
161.261094451746,139.163235845145,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",6
156.039750822788,135.820560636339,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",7
151.37309934466,132.865218356376,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",8
146.581287073615,129.681302591824,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",9
142.67524003912,126.983794086402,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",10
140.470045916921,125.344095881372,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",11
139.550015286292,125.105649771643,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",12
138.127337946328,124.17986419491,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",13
134.022395989847,120.067749727523,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",14
126.660939631876,113.273629217648,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",15
117.354454603456,105.050187652938,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",16
107.948983431067,96.6321987128499,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",17
99.3908695618472,89.1634672534517,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",18
92.2263075464036,82.8779978391172,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",19
86.8139361274903,77.8254454647613,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",20
83.001738110064,74.312905091232,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",21
80.1437094486393,72.1518014696637,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",22
76.5889678884373,68.7520578490478,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",23
71.8822512356368,64.7050742928668,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",24
66.9665631628842,60.0323931331635,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",25
62.7487821410903,56.3788379104638,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",26
59.7996290605843,53.8978306384827,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",27
58.0716779274505,52.1724346209201,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",28
57.4078265555224,51.9401364507978,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",29
57.1806865644204,51.8617496330682,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",30
56.8024052049527,51.5237579869768,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",31
56.2275396964882,51.1195459416767,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",32
55.9187105081764,51.1037500738064,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",33
56.0967275231879,51.1986792346025,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",34
56.6288384936977,51.8919775434259,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",35
57.6006549561625,52.840296483359,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",36
58.8705205903491,54.0941288906931,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",37
60.7318045963697,56.0042295632661,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",38
63.6666969665121,58.9039244415744,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",39
68.187892285004,63.6829554477994,"Converged",1,"Age","Growth_M (0,0)","Spawning Stock Biomass",40
28.3880161604455,23.8283076339715,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",1
27.7769341787943,24.4499608207027,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",2
13.8102376349792,11.4123629517802,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",3
7.85954316225831,6.65940047382343,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",4
11.4534755333207,9.60649114123527,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",5
36.4302401192092,31.0070322404191,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",6
17.2413069518963,15.5712989805854,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",7
57.5755277472648,46.2444846709312,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",8
7.54735243674157,5.81202388092466,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",9
9.33236983174411,8.37138213897671,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",10
5.62805999318354,5.02111792894402,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",11
14.5083154666588,12.396660169185,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",12
22.3517792852873,19.1475482388092,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",13
4.44602105881819,3.98098772868469,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",14
10.4032440442846,9.25633637860397,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",15
26.5914702980663,22.3849110492822,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",16
38.014887874107,34.7546605339223,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",17
8.58166223921475,6.62637611140696,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",18
3.465298482467,2.96748585994221,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",19
4.39731162920581,3.98600958879059,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",20
14.1775289315836,11.9945207233752,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",21
11.3910990275945,9.85069492452917,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",22
8.17342707004654,6.41573169896243,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",23
12.389253489799,10.8261267699922,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",24
26.1245034866283,22.6759430939988,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",25
3.0263406214241,2.71868657666784,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",26
8.37247304404811,7.67971768143109,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",27
5.89349476602117,5.18642763886618,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",28
20.9982223912683,17.0644076168729,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",29
10.0825995529733,8.56277299105876,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",30
7.76401610815606,7.58717017578493,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",31
13.0528111122815,10.6471151747917,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",32
16.8260987259163,14.6823307716291,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",33
3.91692907687541,3.59330161664763,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",34
5.51556653205998,3.83358580579148,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",35
51.1184126056374,47.214242704324,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",36
22.1215365458137,19.2720563262117,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",37
6.20852462060466,4.56416431882798,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",38
3.77351071932244,5.93641715921355,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",39
7.3690318802375,8.01942092970912,"Converged",1,"Age","Growth_M (0,0)","Total Recruitment",40
0.0152142410534649,0.0189491498174272,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",1
0.0224209868156326,0.0275759495536895,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",2
0.0296277325778002,0.0354330262294602,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",3
0.0368344783399678,0.0457020015402482,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",4
0.0440412241021354,0.0519235858308139,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",5
0.051247969864303,0.0599048844083463,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",6
0.0584547156264706,0.0673608643831863,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",7
0.0656614613886382,0.0743616278943561,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",8
0.0728682071508058,0.0826165145873071,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",9
0.0800749529129734,0.0924213630416159,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",10
0.087281698675141,0.0959590176525554,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",11
0.0944884444373086,0.104111135559132,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",12
0.101695190199476,0.118227875770509,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",13
0.108901935961644,0.124446218366139,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",14
0.116108681723811,0.129847362053668,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",15
0.123315427485979,0.139187576915626,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",16
0.130522173248147,0.144676867876162,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",17
0.137728919010314,0.153082256551682,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",18
0.144935664772482,0.166123564529454,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",19
0.152142410534649,0.173472284658994,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",20
0.149099562323956,0.163048091802953,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",21
0.145448144471125,0.167876253019932,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",22
0.141796726618293,0.156522677670501,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",23
0.138145308765462,0.159265352345208,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",24
0.13449389091263,0.14772159521175,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",25
0.130842473059799,0.142442074637702,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",26
0.127191055206967,0.14611122055477,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",27
0.123539637354135,0.131476176714641,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",28
0.119888219501304,0.133839241559875,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",29
0.116236801648472,0.133267273419603,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",30
0.112585383795641,0.12625629377602,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",31
0.108933965942809,0.117664071210162,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",32
0.105282548089977,0.120046481494042,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",33
0.101631130237146,0.109954486021465,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",34
0.0979797123843143,0.110453776172644,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",35
0.0943282945314827,0.106449102992542,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",36
0.0906768766786511,0.100688534972891,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",37
0.0870254588258195,0.0985169630827473,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",38
0.0833740409729879,0.0890067537686807,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",39
0.0797226231201563,0.084259967123712,"Converged",1,"Age","Growth_M (0,0)","Total Fishing Mortality",40
580.58670300407,566.748795304595,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",1
567.262411024547,554.479140994085,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",2
545.410020924266,533.724222287781,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",3
519.353327702004,508.363308975395,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",4
492.76282000901,482.069984241233,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",5
461.669013990526,451.950092250113,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",6
440.888142735697,431.764757908224,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",7
412.957639146367,405.492212427551,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",8
412.623963939207,404.990352151525,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",9
396.328190344704,389.663561694828,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",10
373.263349498764,367.13230875469,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",11
359.030981452953,354.254907019404,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",12
336.332432779268,331.195647571826,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",13
328.617621084825,322.854975618344,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",14
308.174352734197,301.474460942509,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",15
288.129237669927,281.208459573289,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",16
273.133288316359,265.728433272624,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",17
254.283760353397,246.952841451143,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",18
238.665387097203,232.224810035228,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",19
225.93561983718,219.720680388141,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",20
222.314673179051,214.939174260795,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",21
215.023539490067,208.631316201846,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",22
209.854362394369,203.709349140862,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",23
203.47220020115,197.47542932208,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",24
191.041783813633,185.720281991121,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",25
205.272626392691,198.324553133748,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",26
223.485781186694,214.571366433407,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",27
224.103600670976,215.142095423996,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",28
222.531785884394,213.453426094415,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",29
215.60135959089,206.205945096603,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",30
208.817388031858,199.56396315177,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",31
198.034928213872,187.926390838563,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",32
185.171326962393,175.266308497574,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",33
180.897248970534,169.947840962346,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",34
172.970458001156,162.806317984352,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",35
168.248077874526,156.990096741645,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",36
162.94568039966,151.5570914854,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",37
157.778798388287,147.640363079597,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",38
165.351320637892,154.172567988088,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",39
184.671315684496,174.925021597541,"Converged",2,"Age","Growth_M (0,0)","Total Biomass",40
221.612288575784,217.113652476293,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",1
224.367231058467,219.508874129701,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",2
221.585630308138,216.676579869043,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",3
214.962110092571,210.462151252798,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",4
205.65880789198,201.205258847639,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",5
194.084528652461,190.075135236465,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",6
180.917994498042,177.285261876637,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",7
166.900267255567,163.980055352789,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",8
153.326728844092,150.481968725548,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",9
140.95185540554,138.627962870739,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",10
130.53490569364,128.394199370143,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",11
122.495195482001,120.935781715955,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",12
116.400363552809,114.976585754184,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",13
111.377041989039,110.116615985764,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",14
105.906159538786,104.518669822505,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",15
99.4579036246633,98.0876521705452,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",16
92.6308078022407,90.7529363883123,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",17
86.1041840091932,83.8101681379691,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",18
80.0456812077618,77.73927622145,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",19
74.1659972628161,71.84415280001,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",20
68.4700375740571,65.6268834922276,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",21
63.7866824802193,61.4914782598359,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",22
60.389631457533,58.189972544202,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",23
58.3208361563099,56.2397434211254,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",24
57.3369245355628,55.4722163933747,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",25
57.1702554332621,55.2446987040297,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",26
57.1734413569462,54.9762237211319,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",27
57.1059956300283,54.9860187295173,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",28
57.6142421676818,55.5123945523483,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",29
59.3915234035372,57.14121970902,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",30
62.3663849148002,59.8796250888893,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",31
65.0649638070313,62.0621588817723,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",32
65.7652061674962,62.6698140392873,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",33
64.1400626618485,60.7005122614962,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",34
61.0459372574775,57.4631882537938,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",35
57.6838121552076,53.8271132217546,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",36
54.7556641853687,50.8439573075375,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",37
52.5724153796763,48.8173170582089,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",38
51.2838693296352,47.6462608780492,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",39
50.8078034552378,47.0295776233643,"Converged",2,"Age","Growth_M (0,0)","Spawning Stock Biomass",40
13.5701868939626,13.7809403327353,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",1
9.66993521724674,9.69408075866817,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",2
6.41594203478373,6.14282988437855,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",3
8.11822136643383,6.68587990875452,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",4
11.9343105208297,11.9498642459773,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",5
7.64703983830866,7.62167039496315,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",6
21.9725948189908,21.5578002342287,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",7
8.1384827210554,8.06500128039597,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",8
42.4785269291883,41.4339487574156,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",9
9.92191798280473,9.35746578030661,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",10
2.21928208158442,2.20973923747242,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",11
17.7350348264397,17.4569714328101,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",12
6.1784981810608,5.0067974394149,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",13
27.61968273008,26.1672897892922,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",14
5.53491412416673,4.86990720181091,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",15
7.78086989123947,7.42186188161119,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",16
14.8146053730007,15.2310013750089,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",17
7.9606531858468,8.10971910545276,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",18
11.983067224181,11.6267377993605,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",19
13.5271288311501,12.6334181778848,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",20
22.1078212255004,21.6586687451535,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",21
10.115880290191,9.59580929820425,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",22
11.0005578781272,11.154451710166,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",23
8.57793584464975,8.18691308467222,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",24
1.65015214375186,1.46068100130767,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",25
37.8498500341317,35.4258800312635,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",26
31.895043329827,30.3876990923686,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",27
2.09194800279958,2.15045723246914,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",28
4.41163199855395,3.96182255734874,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",29
3.30298822689465,2.54522933908217,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",30
9.07880730288787,8.84198935692746,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",31
5.54577027374519,4.82167001146806,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",32
3.77973171090331,3.25447182419493,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",33
14.7343309921932,13.6066918576584,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",34
5.79217063554381,6.727471852858,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",35
8.76809456984122,7.19502030881724,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",36
6.15471206250678,5.58708612874512,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",37
5.75450956126934,6.38929420519225,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",38
21.37277676692,18.8500507032772,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",39
30.162145762083,32.3035494249199,"Converged",2,"Age","Growth_M (0,0)","Total Recruitment",40
0.0152142410534649,0.015672304919174,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",1
0.0224209868156326,0.0229154708905828,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",2
0.0296277325778002,0.0291381044158044,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",3
0.0368344783399678,0.0392776489940931,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",4
0.0440412241021354,0.045146757182824,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",5
0.051247969864303,0.0528875957069752,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",6
0.0584547156264706,0.0576222045944881,"Converged",2,"Age","Growth_M (0,0)","Total Fishing Mortality",7
