"Pred","Truth","Type","Convergence","sim","EM","OM"
0.5,0.5,"Female Sex Ratio","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
106.427022255704,104.383281743258,"Bmsy","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.147107559193166,0.147594980706798,"Fmsy","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
21.2518720912794,17.28778,"R0","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.111312823264599,0.108,"M_F","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.111312823264599,0.108,"M_M","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
13.0971285451925,13.0660567056631,"Tier 3 HCR Catch","Converged",11,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
94.0422170834618,104.383281743258,"Bmsy","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.149554946613428,0.147594980706798,"Fmsy","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
20.2887958074868,17.28778,"R0","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.118156232165703,0.108,"M_F","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.118156232165703,0.108,"M_M","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
33.9523537596118,23.0928551723966,"Tier 3 HCR Catch","Converged",12,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
192.019289471144,104.383281743258,"Bmsy","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.12284986176226,0.147594980706798,"Fmsy","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
11.3749721515988,17.28778,"R0","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0728514296254356,0.108,"M_F","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0728514296254356,0.108,"M_M","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
2.1334073058317,15.1135231299885,"Tier 3 HCR Catch","Converged",13,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
88.2399332325882,104.383281743258,"Bmsy","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.151371551657452,0.147594980706798,"Fmsy","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
18.3649049035832,17.28778,"R0","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.124133798005225,0.108,"M_F","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.124133798005225,0.108,"M_M","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
15.387272258028,13.7155440888712,"Tier 3 HCR Catch","Converged",14,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
136.848265925502,104.383281743258,"Bmsy","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.143997374283001,0.147594980706798,"Fmsy","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
13.3870496258195,17.28778,"R0","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0930309093344786,0.108,"M_F","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0930309093344786,0.108,"M_M","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
7.81790235740408,14.5644306098273,"Tier 3 HCR Catch","Converged",15,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
107.786406450196,104.383281743258,"Bmsy","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.145430685577208,0.147594980706798,"Fmsy","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
14.095018951007,17.28778,"R0","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.107618082774218,0.108,"M_F","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.107618082774218,0.108,"M_M","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
9.12977312798742,13.1282010005488,"Tier 3 HCR Catch","Converged",16,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
89.5114110985647,104.383281743258,"Bmsy","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.153814628698163,0.147594980706798,"Fmsy","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
24.1791573972524,17.28778,"R0","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.122755355083746,0.108,"M_F","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.122755355083746,0.108,"M_M","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
34.3952210980476,24.202721878342,"Tier 3 HCR Catch","Converged",17,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
78.3865358820203,104.383281743258,"Bmsy","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.15950754695315,0.147594980706798,"Fmsy","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
26.8296458956729,17.28778,"R0","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.131593401961942,0.108,"M_F","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.131593401961942,0.108,"M_M","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
29.0454260822748,7.00190586773463,"Tier 3 HCR Catch","Converged",18,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
151.153828373979,104.383281743258,"Bmsy","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.132571328421149,0.147594980706798,"Fmsy","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
10.488457963079,17.28778,"R0","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0857079863164589,0.108,"M_F","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0857079863164589,0.108,"M_M","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
